"12440: Sykefravær for lønnstakere (prosent), etter kjønn, næring (SN2007), type sykefravær, kvartal og statistikkvariabel"

"kjønn";"næring (SN2007)";"type sykefravær";"kvartal";"Sykefraværsprosent"
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2008K2";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2008K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2008K4";1.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2009K1";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2009K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2009K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2009K4";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2010K1";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2010K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2010K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2010K4";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2011K1";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2011K2";1.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2011K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2011K4";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2012K1";1.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2012K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2012K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2012K4";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2013K1";1.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2013K2";1.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2013K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2013K4";1.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2014K1";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2014K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2014K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2014K4";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2015K1";1.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2015K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2015K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2015K4";1.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2016K1";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2016K2";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2016K3";0.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2016K4";1.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2017K1";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2017K2";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2017K3";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2017K4";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2018K1";1.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2018K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2018K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2018K4";1.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2019K1";1.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2019K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2019K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2019K4";1.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2020K1";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2020K2";0.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2020K3";0.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2020K4";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2021K1";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2021K2";0.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2021K3";0.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2021K4";1.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2022K1";2.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2022K2";1.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2022K3";0.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2022K4";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2023K1";1.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Egenmeldt";"2023K2";0.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2000K2";5.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2000K3";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2000K4";5.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2001K1";5.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2001K2";5.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2001K3";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2001K4";5.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2002K1";5.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2002K2";5.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2002K3";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2002K4";5.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2003K1";5.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2003K2";5.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2003K3";4.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2003K4";5.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2004K1";5.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2004K2";5.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2004K3";3.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2004K4";4.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2005K1";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2005K2";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2005K3";3.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2005K4";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2006K1";5.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2006K2";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2006K3";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2006K4";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2007K1";4.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2007K2";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2007K3";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2007K4";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2008K1";4.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2008K2";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2008K3";4.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2008K4";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2009K1";4.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2009K2";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2009K3";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2009K4";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2010K1";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2010K2";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2010K3";3.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2010K4";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2011K1";4.8
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2011K2";4.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2011K3";3.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2011K4";4.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2012K1";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2012K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2012K3";3.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2012K4";4.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2013K1";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2013K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2013K3";3.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2013K4";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2014K1";4.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2014K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2014K3";3.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2014K4";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2015K1";4.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2015K2";4.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2015K3";3.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2015K4";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2016K1";4.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2016K2";4.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2016K3";3.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2016K4";4.2
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2017K1";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2017K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2017K3";3.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2017K4";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2018K1";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2018K2";3.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2018K3";3.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2018K4";4.4
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2019K1";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2019K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2019K3";3.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2019K4";4.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2020K1";4.9
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2020K2";3.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2020K3";3.5
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2020K4";4.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2021K1";4.3
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2021K2";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2021K3";3.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2021K4";4.7
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2022K1";5.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2022K2";4.6
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2022K3";4.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2022K4";5.0
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2023K1";5.1
"Begge kjønn";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"Legemeldt";"2023K2";4.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2000K2";5.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2000K3";4.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2000K4";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2001K1";7.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2001K2";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2001K3";4.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2001K4";6.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2002K1";7.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2002K2";6.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2002K3";5.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2002K4";7.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2003K1";7.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2003K2";6.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2003K3";5.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2003K4";7.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2004K1";7.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2004K2";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2004K3";4.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2004K4";6.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2005K1";6.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2005K2";5.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2005K3";4.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2005K4";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2006K1";7.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2006K2";6.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2006K3";4.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2006K4";6.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2007K1";7.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2007K2";6.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2007K3";4.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2007K4";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2008K1";7.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2008K2";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2008K3";4.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2008K4";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2009K1";7.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2009K2";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2009K3";4.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2009K4";6.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2010K1";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2010K2";5.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2010K3";4.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2010K4";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2011K1";7.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2011K2";5.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2011K3";4.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2011K4";6.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2012K1";6.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2012K2";5.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2012K3";4.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2012K4";6.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2013K1";7.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2013K2";5.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2013K3";3.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2013K4";5.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2014K1";6.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2014K2";5.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2014K3";4.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2014K4";6.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2015K1";7.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2015K2";5.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2015K3";4.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2015K4";5.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2016K1";6.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2016K2";5.3
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2016K3";3.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2016K4";6.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2017K1";6.8
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2017K2";5.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2017K3";4.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2017K4";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2018K1";7.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2018K2";5.5
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2018K3";3.9
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2018K4";6.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2019K1";7.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2019K2";5.7
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2019K3";4.1
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2019K4";6.4
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2020K1";7.0
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2020K2";5.2
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2020K3";4.6
"Begge kjønn";"P Undervisning";"Egenmeldt og legemeldt";"2020K4";6.8
